sample,Akashiwo.sanguinea,Alexandrium.andersonii,Alexandrium.hiranoi,Alexandrium.ostenfeldii,Alexandrium.tamarense,Amphidinium.klebsii,Azadinium.poporum,Chrysochromulina.leadbeateri,Dinophysis.acuminata,Dinophysis.miles,Fibrocapsa.japonica,Gonyaulax.spinifera,Gymnodinium.catenatum,Heterosigma.akashiwo,Karenia.mikimotoi,Karlodinium.veneficum,Lingulodinium.polyedra,Margalefidinium.fulvescens,Margalefidinium.polykrikoides,Polykrikos.hartmannii,Prorocentrum.cordatum,Prorocentrum.rhathymum,Protoceratium.reticulatum,Protoperidinium.crassipes,Prymnesium.parvum,Prymnesium.polylepis,Pseudo.nitzschia.australis,Pseudo.nitzschia.cuspidata,Pseudo.nitzschia.delicatissima,Pseudochattonella.verruculosa,Alexandrium.cohorticula,Asterionellopsis.glacialis,Aureococcus.anophagefferens,Chaetoceros.curvisetus,Chaetoceros.debilis,Chaetoceros.diadema,Chaetoceros.lorenzianus,Chaetoceros.pseudocurvisetus,Chaetoceros.rostratus,Chaetoceros.simplex,Chaetoceros.socialis,Chaetoceros.tenuissimus,Chaetoceros.throndsenii,Coscinodiscus.radiatus,Cyclotella.meneghiniana,Cylindrotheca.closterium,Dictyocha.fibula,Dunaliella.salina,Eucampia.zodiacus,Gonyaulax.polygramma,Gonyaulax.verior,Guinardia.flaccida,Halamphora.coffeiformis,Heterocapsa.triquetra,Lauderia.annulata,Lepidodinium.chlorophorum,Leptocylindrus.danicus,Levanderina.fissa,Nitzschia.longissima,Noctiluca.scintillans,Plagioselmis.prolonga,Prorocentrum.triestinum,Protodinium.simplex,Pseudocochlodinium.profundisulcus,Pyrophacus.steinii,Skeletonema.marinoi,Teleaulax.acuta,Tenuicylindrus.belgicus,Thalassiosira.allenii,Thalassiosira.curviseriata,Thalassiosira.mala,Thalassiosira.pseudonana,Thalassiosira.weissflogii,Tripos.fusus
PlaQDWinEs4,-0.369847445,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.421386547,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.39156193,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,-0.344941215,-0.307471892,-0.1535903,-0.326679014,-0.442789047,-0.08461346,0.492846006,-0.352381937,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.38772469,-0.240655382,-0.218948111,-0.439401177,0.30339201,-0.269977713,-0.296273875,-0.413931293,-0.259120905,-0.219832219,-0.369301499,-0.204688149,-0.533868258,-0.242098282,-0.585177941,-0.286311085,-0.055101069,1.27699471,-0.42467662,-0.552826532,-0.330147148,-0.331291988,-0.282311608,-0.219401136,-0.413237189,-0.426077022,-0.40408093,-0.237073352,-0.536446415,-0.301023051,0.069056689,-0.149592532,-0.306802226
PlaQDWinEs5,-0.386496235,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.39156193,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.09284317,-0.296433268,-0.271459908,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.386104585,-0.240655382,-0.204616396,-0.452345778,0.077468756,-0.269977713,-0.323133927,-0.488418685,-0.259120905,-0.219832219,-0.449401471,-0.129737662,-0.554466236,-0.242098282,-0.557247269,-0.286311085,-0.285523722,-0.122451548,-0.453043209,-0.552826532,-0.40407868,-0.331291988,-0.282311608,-0.219401136,-0.45410192,-0.443945551,-0.40408093,-0.408138045,-0.536446415,-0.308637601,-0.283899721,-0.149592532,-0.306802226
PlaQDWinMc1,-0.386496235,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.421386547,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.012808101,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,-0.351870922,-0.271459908,-0.1535903,-0.326679014,0.284650101,-0.08461346,-0.354664883,-0.099896437,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.358562792,-0.240655382,-0.218948111,-0.430771444,-0.157491427,-0.269977713,-0.307785326,-0.451174989,-0.259120905,-0.219832219,-0.42270148,-0.021996338,-0.50297129,-0.242098282,-0.473455252,-0.286311085,-0.377692783,-0.122451548,-0.443587679,-0.528864204,-0.428722524,-0.325827378,-0.282311608,-0.219401136,0.118004314,-0.2295232,-0.40408093,-0.408138045,-0.536446415,-0.295946684,-0.283899721,-0.096214977,-0.306802226
PlaQDWinMc2,-0.36152305,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.07313251,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.421386547,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,1.03928587,-0.062055817,-0.18931505,-0.308086047,-0.281941089,-0.5491605,-0.406504961,-0.291484372,-0.005385587,-0.235447923,-0.1535903,-0.326679014,-0.442789047,0.378745966,-0.354664883,0.001097763,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,0.069145044,0.989361013,-0.161621249,-0.197768637,-0.199663768,-0.24678635,-0.223368021,-0.302200206,-0.259120905,-0.219832219,-0.289201528,-0.031365149,-0.35878544,-0.242098282,-0.333801892,-0.286311085,-0.377692783,1.27699471,-0.188288376,-0.313203253,-0.351270443,-0.303968938,-0.282311608,-0.219401136,-0.195291957,-0.318865846,-0.40408093,-0.237073352,-0.066417175,-0.204572076,-0.283899721,-0.042837422,-0.306802226
PlaQDWinMc3,-0.37817184,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.349478171,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,-0.254855028,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.177285346,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.436327853,-0.240655382,-0.218948111,-0.450188344,-0.389439301,-0.269977713,-0.303948176,-0.376687597,-0.259120905,-0.219832219,-0.449401471,-0.410801986,-0.544167247,-0.242098282,-0.557247269,-0.286311085,-0.377692783,-0.402340799,-0.453043209,-0.552826532,-0.428722524,-0.342221208,-0.282311608,-0.219401136,0.022653275,-0.408208492,-0.40408093,-0.408138045,-0.536446415,-0.288332133,-0.283899721,-0.131800013,-0.306802226
PlaQDWinMc4,-0.357360852,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,1.115947821,-0.5060003,-0.210802545,-0.259032549,-0.186706385,-0.153540608,-0.34832932,1.670542252,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.5491605,-0.406504961,-0.291484372,-0.296433268,-0.235447923,-0.1535903,-0.326679014,-0.442789047,0.008058425,-0.354664883,-0.251387737,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.424987115,-0.240655382,-0.175952965,-0.404882243,-0.208700698,-0.269977713,-0.227205172,-0.488418685,-0.259120905,-0.219832219,-0.449401471,-0.148475284,-0.533868258,-0.242098282,-0.529316597,-0.286311085,-0.377692783,1.416939336,-0.055910959,-0.433014893,-0.382955385,-0.336756598,-0.282311608,-0.219401136,0.513030046,-0.336734375,-0.40408093,-0.237073352,0.403612064,-0.283255766,-0.283899721,-0.114007495,-0.23983709
PlaQDWinMc5,-0.386496235,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,2.512217429,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,-0.338011509,-0.307471892,-0.1535903,-0.326679014,2.466967546,-0.269957231,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.373143741,-0.240655382,-0.204616396,-0.471762678,-0.30208231,-0.24678635,-0.307785326,-0.488418685,-0.259120905,-0.219832219,-0.449401471,-0.134422068,-0.513270279,-0.242098282,-0.557247269,-0.286311085,-0.331608253,2.536496342,-0.538142977,-0.504901877,-0.414640327,-0.342221208,-0.282311608,-0.219401136,-0.440480343,-0.452879815,-0.40408093,-0.408138045,-0.536446415,-0.301023051,-0.283899721,-0.149592532,-0.306802226
PlaQDWinMR1,-0.307414482,-0.280077147,-0.313097654,-0.284046569,-0.201366767,-0.174143286,0.654239484,8.420240984,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.020342799,-0.251617635,2.054170787,-0.259032549,-0.186706385,-0.153540608,-0.34832932,0.029275658,0.555147982,-0.18931505,-0.308086047,4.22911634,0.226124912,-0.406504961,0.900362837,-0.005385587,0.988959562,-0.1535903,-0.326679014,-0.442789047,0.008058425,0.492846006,0.051594863,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.907257741,0.355903706,-0.240655382,-0.147289533,0.046021337,-0.235811489,-0.24678635,0.214067103,-0.041494335,-0.259120905,-0.219832219,-0.315901518,-0.082893608,-0.266094537,-0.242098282,0.196880879,-0.286311085,-0.331608253,0.29738233,0.237210464,-0.409052565,-0.136516946,-0.216535176,-0.282311608,-0.219401136,0.063518006,-0.327800111,2.925063447,0.789314806,-0.066417175,-0.179190241,0.422013099,-0.149592532,-0.306802226
PlaQDWinMR2,-0.386496235,-0.280077147,-0.313097654,-0.251237674,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.354545922,-0.5060003,-0.210802545,-0.259032549,3.630401929,-0.153540608,-0.26183459,-0.601980724,0.555147982,-0.18931505,-0.308086047,-0.455443298,-0.5491605,-0.406504961,0.304439233,-0.234065908,-0.307471892,-0.1535903,-0.326679014,-0.442789047,-0.269957231,2.187867784,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.907257741,-0.284037942,-0.240655382,-0.218948111,-0.309955173,-0.268946899,-0.269977713,-0.296273875,-0.413931293,-0.259120905,-0.219832219,-0.449401471,0.483919444,-0.472074322,-0.242098282,-0.557247269,-0.245153866,-0.331608253,4.355776477,-0.519231918,-0.504901877,-0.386475934,-0.331291988,-0.282311608,-0.219401136,-0.140805649,-0.381405698,-0.40408093,-0.066008659,0.403612064,-0.235030279,-0.283899721,-0.131800013,-0.306802226
PlaQDWinMR3,-0.365685247,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,0.00505543,-0.421386547,-0.5060003,-0.210802545,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.349478171,-0.370657716,-0.18931505,-0.308086047,1.106076581,-0.5491605,-0.406504961,-0.291484372,-0.303362975,-0.271459908,-0.1535903,-0.326679014,0.284650101,-0.08461346,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.35208237,-0.240655382,-0.218948111,-0.396252509,-0.380402371,-0.24678635,-0.184996519,-0.413931293,-0.259120905,-0.219832219,-0.449401471,-0.218741365,-0.564765225,-0.242098282,-0.417593908,-0.286311085,-0.377692783,-0.542285425,-0.396310031,-0.504901877,-0.365352639,-0.325827378,-0.282311608,-0.219401136,-0.385994035,-0.426077022,-0.40408093,0.105056034,0.403612064,-0.2934085,-0.283899721,-0.149592532,-0.306802226
PlaQDWinMR4,-0.382334038,-0.280077147,-0.313097654,-0.284046569,-0.207979561,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,2.785448168,-0.460044146,-0.421386547,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.601980724,-0.062055817,-0.18931505,-0.308086047,-0.455443298,-0.032303559,-0.406504961,-0.09284317,-0.296433268,-0.055387998,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.209513092,-0.240655382,-0.204616396,-0.361733575,-0.241836109,-0.269977713,-0.20801942,-0.302200206,-0.259120905,-0.219832219,-0.449401471,1.205317874,-0.533868258,-0.242098282,-0.557247269,-0.286311085,-0.377692783,1.836773213,-0.490865328,-0.504901877,-0.400558131,-0.320362768,-0.282311608,-0.219401136,-0.004589879,-0.426077022,0.705633862,-0.066008659,-0.536446415,-0.278179399,-0.283899721,-0.149592532,-0.306802226
PlaQDWinMR5,-0.278279099,0.040011021,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.07313251,3.369468886,-0.350317999,-0.254397594,-0.364868856,-0.283548616,0.00505543,-0.421386547,-0.5060003,1.771049121,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.349478171,-0.679259615,-0.18931505,-0.308086047,1.106076581,1.259838794,-0.406504961,-0.291484372,-0.067752948,0.736875668,-0.1535903,-0.326679014,-0.442789047,-0.177285346,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.321300367,-0.240655382,-0.19028468,-0.396252509,-0.389439301,-0.269977713,10.15996045,-0.26495651,-0.259120905,-0.219832219,-0.39600149,-0.373326743,-0.420579376,-0.242098282,-0.277940547,-0.286311085,-0.377692783,0.157437704,-0.254477084,-0.289240925,-0.365352639,-0.325827378,-0.282311608,-0.219401136,-0.277021419,-0.34566864,-0.40408093,-0.408138045,-0.066417175,-0.301023051,-0.283899721,-0.149592532,-0.306802226
PlaQDWinPort1,-0.290765692,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,1.381611479,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,0.00505543,-0.488227171,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.044461566,-0.34832932,-0.433645689,-0.370657716,-0.18931505,-0.308086047,-0.628945507,-0.032303559,-0.406504961,-0.291484372,-0.324152095,-0.163423953,-0.1535903,-0.326679014,0.284650101,0.008058425,-0.354664883,-0.099896437,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.907257741,-0.292138469,-0.240655382,-0.218948111,-0.404882243,-0.100257537,-0.269977713,-0.092904914,-0.302200206,-0.259120905,-0.219832219,-0.42270148,-0.082893608,-0.296991505,-0.242098282,-0.305871219,-0.245153866,-0.377692783,0.017493078,-0.500320858,-0.361127909,-0.372393738,-0.282110497,-0.282311608,-0.219401136,-0.372372458,-0.265260259,-0.40408093,-0.408138045,-0.536446415,-0.313713968,0.422013099,-0.149592532,-0.306802226
PlaQDWinPort2,-0.365685247,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.07313251,-0.418610187,-0.350317999,-0.254397594,-0.255348677,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.307394412,-0.679259615,-0.18931505,-0.308086047,-0.108438881,-0.5491605,-0.406504961,-0.291484372,-0.150909428,-0.235447923,-0.1535903,-0.326679014,1.01208925,-0.269957231,-0.354664883,-0.453376137,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.301859102,0.989361013,-0.147289533,-0.407039676,-0.34124234,-0.269977713,-0.108253515,-0.078738031,-0.259120905,-0.219832219,-0.449401471,-0.368642337,-0.461775333,-0.242098282,-0.501385925,-0.286311085,-0.377692783,0.017493078,-0.43413215,-0.433014893,-0.400558131,-0.314898158,-0.282311608,-0.219401136,0.513030046,-0.399274228,-0.40408093,0.105056034,4.163845981,-0.25787393,-0.283899721,-0.149592532,-0.306802226
PlaQDWinPort3,-0.34487426,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,0.290553487,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.154024048,-0.5060003,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.517813206,-0.370657716,-0.18931505,-0.308086047,-0.108438881,-0.290732029,-0.406504961,-0.291484372,-0.296433268,-0.271459908,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.352381937,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.337501422,-0.240655382,0.053354485,-0.40919711,0.237121189,-0.24678635,-0.319296777,-0.413931293,-0.259120905,-0.219832219,-0.369301499,0.235645958,-0.36908443,-0.242098282,-0.361732564,-0.286311085,-0.377692783,-0.542285425,2.0904943,-0.385090237,-0.182284085,-0.309433548,-0.282311608,-0.219401136,-0.18167038,-0.309931582,-0.40408093,-0.237073352,-0.066417175,-0.265488481,0.422013099,-0.149592532,-0.306802226
PlaQDWinPort4,-0.332387667,0.040011021,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.421386547,-0.5060003,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.08884513,-0.181143136,0.246546083,-0.18931505,-0.308086047,0.238565537,0.226124912,-0.406504961,0.503080434,-0.268714442,-0.235447923,-0.1535903,-0.326679014,2.466967546,-0.08461346,-0.354664883,-0.301884837,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.065323708,-0.240655382,-0.204616396,-0.195611203,-0.247860729,-0.24678635,-0.150462167,-0.227712814,-0.259120905,-0.219832219,-0.369301499,-0.232794581,-0.163104645,-0.242098282,-0.082425842,-0.245153866,-0.377692783,-0.402340799,1.494795924,-0.289240925,-0.291421108,-0.271181277,-0.282311608,-0.219401136,-0.195291957,-0.309931582,2.925063447,0.105056034,-0.066417175,-0.189342975,0.069056689,-0.149592532,-0.306802226
PlaQDWinPort5,-0.369847445,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.255348677,-0.283548616,-0.460044146,-0.354545922,-0.5060003,-0.210802545,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.012808101,-0.062055817,-0.18931505,-0.308086047,-0.281941089,-0.5491605,-0.406504961,0.105798031,-0.289503562,-0.307471892,-0.1535903,0.018774656,-0.442789047,0.10073031,-0.354664883,-0.251387737,-0.269748049,-0.187004405,-0.258212072,3.371850612,-0.268343839,0.048083673,-0.240655382,-0.19028468,-0.096369267,-0.256897659,-0.269977713,-0.161973618,0.032993057,-0.259120905,-0.219832219,-0.369301499,0.423022174,-0.327888473,-0.242098282,-0.361732564,-0.286311085,-0.377692783,-0.542285425,-0.377398971,-0.433014893,-0.344229345,-0.303968938,-0.282311608,-0.219401136,-0.127184072,-0.390339963,4.034778239,0.960379499,-0.536446415,-0.148732038,0.069056689,-0.149592532,-0.23983709
PlaQDWinWWTP1,-0.024385049,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.287705297,0.257147693,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.349478171,-0.370657716,-0.18931505,-0.308086047,-0.455443298,0.484553382,-0.406504961,-0.291484372,-0.310292682,0.196695895,-0.1535903,0.018774656,-0.442789047,-0.177285346,2.187867784,0.051594863,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.434707748,-0.240655382,-0.175952965,-0.469605245,-0.389439301,-0.269977713,-0.315459626,0.293698927,-0.259120905,-0.219832219,-0.315901518,-0.378011148,1.505331612,-0.242098282,0.252742224,-0.286311085,-0.377692783,-0.542285425,-0.273388143,0.190005633,-0.256215616,-0.320362768,0.598117813,-0.219401136,0.690110547,0.413743852,-0.40408093,-0.408138045,1.813699783,-0.313713968,-0.283899721,-0.149592532,-0.306802226
PlaQDWinWWTP2,-0.324063272,-0.280077147,-0.313097654,-0.284046569,-0.207979561,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.255348677,-0.283548616,-0.460044146,-0.154024048,-0.5060003,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.517813206,-0.370657716,-0.18931505,-0.308086047,-0.281941089,-0.80758897,0.131602326,0.105798031,-0.310292682,0.052647956,-0.1535903,-0.326679014,-0.442789047,0.008058425,0.492846006,0.102091963,-0.269748049,-0.187004405,-0.258212072,-0.17340946,2.08285932,-0.34884216,-0.240655382,-0.204616396,-0.363891008,-0.3291931,-0.269977713,-0.173485069,-0.153225422,-0.259120905,-0.219832219,-0.42270148,-0.349904716,-0.132207677,-0.242098282,-0.277940547,-0.286311085,-0.331608253,-0.402340799,-0.320665792,-0.289240925,-0.340708796,-0.325827378,-0.282311608,-0.219401136,2.433672401,-0.068706437,-0.40408093,-0.408138045,4.63387522,-0.298484867,-0.283899721,-0.114007495,-0.306802226
PlaQDWinWWTP3,-0.303252284,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,0.654239484,-0.418610187,-0.350317999,-0.254397594,0.511292573,-0.283548616,-0.460044146,-0.354545922,0.257147693,-0.493924212,-0.259032549,-0.186706385,-0.153540608,0.17063906,0.450113247,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.290732029,-0.406504961,-0.291484372,-0.344941215,-0.199435938,-0.1535903,-0.326679014,0.284650101,-0.269957231,-0.354664883,0.304080363,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.327780789,-0.240655382,0.19667164,-0.426456577,-0.33220541,-0.269977713,0.091278296,-0.041494335,-0.259120905,-0.219832219,-0.342601509,-0.298376256,0.506329656,-0.242098282,0.029296846,-0.286311085,-0.377692783,-0.402340799,-0.169377316,-0.385090237,0.131044788,-0.342221208,-0.282311608,-0.219401136,-0.236156688,0.369072529,-0.40408093,-0.408138045,1.343670543,-0.311175785,-0.283899721,-0.096214977,-0.306802226
PlaQDWinWWTP4,-0.36152305,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.287705297,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,0.029275658,-0.370657716,-0.18931505,-0.308086047,-0.455443298,-0.5491605,-0.406504961,-0.291484372,-0.324152095,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.177285346,0.492846006,-0.352381937,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.907257741,-0.363423109,-0.240655382,-0.175952965,-0.458818078,-0.33823003,-0.269977713,-0.211856571,-0.153225422,-0.259120905,-0.219832219,-0.289201528,-0.270269824,-0.399981397,-0.242098282,-0.250009875,-0.286311085,-0.377692783,-0.402340799,-0.358487911,-0.552826532,-0.379434836,-0.331291988,-0.282311608,-0.219401136,-0.263399842,-0.238457465,-0.40408093,-0.408138045,2.753758262,-0.311175785,-0.283899721,-0.149592532,-0.306802226
PlaQDWinWWTP5,-0.37817184,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.728232,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,-0.291484372,-0.338011509,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.177285346,0.492846006,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.44442838,-0.240655382,-0.218948111,-0.456660645,-0.410525471,-0.269977713,-0.338482528,-0.451174989,-0.259120905,-0.219832219,-0.449401471,-0.429539607,-0.575064215,-0.242098282,-0.557247269,-0.286311085,-0.377692783,-0.542285425,-0.509776388,-0.552826532,-0.418160876,-0.342221208,-0.282311608,-0.219401136,-0.45410192,-0.452879815,-0.40408093,-0.408138045,-0.536446415,-0.316252152,-0.283899721,-0.131800013,-0.306802226
