sample,Akashiwo.sanguinea,Alexandrium.andersonii,Alexandrium.hiranoi,Alexandrium.ostenfeldii,Alexandrium.tamarense,Amphidinium.klebsii,Azadinium.poporum,Chrysochromulina.leadbeateri,Dinophysis.acuminata,Dinophysis.miles,Fibrocapsa.japonica,Gonyaulax.spinifera,Gymnodinium.catenatum,Heterosigma.akashiwo,Karenia.mikimotoi,Karlodinium.veneficum,Lingulodinium.polyedra,Margalefidinium.fulvescens,Margalefidinium.polykrikoides,Polykrikos.hartmannii,Prorocentrum.cordatum,Prorocentrum.rhathymum,Protoceratium.reticulatum,Protoperidinium.crassipes,Prymnesium.parvum,Prymnesium.polylepis,Pseudo.nitzschia.australis,Pseudo.nitzschia.cuspidata,Pseudo.nitzschia.delicatissima,Pseudochattonella.verruculosa,Alexandrium.cohorticula,Asterionellopsis.glacialis,Aureococcus.anophagefferens,Chaetoceros.curvisetus,Chaetoceros.debilis,Chaetoceros.diadema,Chaetoceros.lorenzianus,Chaetoceros.pseudocurvisetus,Chaetoceros.rostratus,Chaetoceros.simplex,Chaetoceros.socialis,Chaetoceros.tenuissimus,Chaetoceros.throndsenii,Coscinodiscus.radiatus,Cyclotella.meneghiniana,Cylindrotheca.closterium,Dictyocha.fibula,Dunaliella.salina,Eucampia.zodiacus,Gonyaulax.polygramma,Gonyaulax.verior,Guinardia.flaccida,Halamphora.coffeiformis,Heterocapsa.triquetra,Lauderia.annulata,Lepidodinium.chlorophorum,Leptocylindrus.danicus,Levanderina.fissa,Nitzschia.longissima,Noctiluca.scintillans,Plagioselmis.prolonga,Prorocentrum.triestinum,Protodinium.simplex,Pseudocochlodinium.profundisulcus,Pyrophacus.steinii,Skeletonema.marinoi,Teleaulax.acuta,Tenuicylindrus.belgicus,Thalassiosira.allenii,Thalassiosira.curviseriata,Thalassiosira.mala,Thalassiosira.pseudonana,Thalassiosira.weissflogii,Tripos.fusus
EnvHKSumMc1,-0.34487426,-0.280077147,-0.313097654,-0.21842878,-0.188141178,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.145828499,-0.283548616,-0.460044146,-0.488227171,-0.251617635,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.349478171,-0.062055817,-0.18931505,2.15660233,-0.628945507,-0.290732029,-0.406504961,0.503080434,-0.296433268,-0.343483877,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.099896437,-0.269748049,3.253876652,-0.258212072,-0.17340946,-0.268343839,-0.390964901,-0.240655382,-0.19028468,-0.163249702,-0.220749938,-0.269977713,-0.177322219,-0.339443901,-0.259120905,-0.219832219,-0.39600149,-0.387379959,-0.441177354,-0.242098282,-0.585177941,-0.286311085,0.129237053,0.017493078,8.255499713,-0.409052565,-0.154119692,-0.282110497,-0.282311608,-0.219401136,0.049896429,-0.363537169,-0.40408093,0.105056034,-0.536446415,4.333700103,-0.283899721,0.099502725,-0.172871954
EnvHKSumMR1,-0.382334038,-0.280077147,0.566443846,-0.251237674,-0.181528384,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.686148242,2.715361277,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,0.503080434,-0.296433268,-0.343483877,-0.1535903,3.818765031,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.433087642,-0.240655382,-0.19028468,-0.202083503,-0.362328511,-0.177212261,0.144998399,-0.339443901,-0.259120905,-0.219832219,-0.315901518,-0.410801986,-0.50297129,-0.242098282,-0.585177941,-0.203996648,0.037067992,-0.262396173,4.18016638,-0.456977221,7.323526664,-0.336756598,-0.282311608,-0.219401136,-0.385994035,-0.417142757,-0.40408093,-0.408138045,-0.536446415,1.577232773,-0.283899721,-0.131800013,-0.306802226
EnvHKSumMR2,-0.353198655,-0.280077147,-0.313097654,-0.234833227,-0.201366767,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,-0.488227171,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.686148242,-0.062055817,-0.18931505,-0.308086047,-0.455443298,-0.5491605,-0.406504961,0.304439233,-0.261784735,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.352381937,0.616566969,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.402305639,-0.240655382,-0.218948111,-0.184824036,-0.410525471,-0.269977713,-0.158136468,-0.339443901,-0.259120905,-0.219832219,-0.449401471,-0.415486391,-0.513270279,-0.242098282,-0.473455252,-0.162839429,-0.331608253,-0.542285425,-0.462498739,-0.409052565,8.703581923,-0.276645887,-0.282311608,-0.219401136,-0.358750881,-0.354602905,-0.40408093,-0.408138045,-0.536446415,2.968157356,-0.283899721,-0.114007495,-0.23983709
EnvHKSumMR3,-0.328225469,-0.280077147,-0.093212279,-0.234833227,-0.17491559,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,0.00505543,-0.354545922,0.002765029,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.601980724,-0.062055817,-0.18931505,2.15660233,-0.628945507,-0.80758897,0.131602326,0.105798031,-0.268714442,-0.343483877,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.301884837,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.390964901,-0.240655382,-0.19028468,-0.018701665,-0.410525471,-0.223594987,-0.054533412,-0.339443901,-0.259120905,-0.219832219,-0.449401471,-0.424855202,-0.183702623,-0.242098282,-0.529316597,-0.080524993,-0.285523722,-0.402340799,1.381329567,-0.480939549,4.285292763,-0.254787447,-0.282311608,0.266982106,-0.399615612,-0.452879815,-0.40408093,-0.408138045,-0.536446415,4.917482319,-0.283899721,-0.06062994,-0.306802226
EnvHKSumMR4,-0.36152305,-0.280077147,-0.313097654,-0.21842878,-0.207979561,-0.174143286,-0.436818508,-0.418610187,-0.350317999,0.129284023,-0.364868856,-0.283548616,-0.460044146,-0.287705297,-0.251617635,-0.493924212,0.295176625,-0.186706385,-0.153540608,-0.34832932,-0.728232,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.80758897,-0.406504961,2.688133649,-0.192487668,-0.307471892,-0.1535903,0.364228326,-0.442789047,-0.269957231,-0.354664883,-0.301884837,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.248395622,-0.240655382,-0.19028468,2.168935803,-0.368353131,-0.24678635,-0.20801942,-0.413931293,-0.259120905,-0.219832219,-0.342601509,-0.429539607,-0.317589483,-0.242098282,-0.585177941,-0.121682211,-0.285523722,0.017493078,-0.093733078,-0.480939549,1.683606955,-0.298504327,-0.282311608,-0.219401136,-0.345129304,-0.443945551,-0.40408093,0.276120727,-0.536446415,4.742347654,-0.283899721,0.028332651,-0.306802226
EnvHKSumPort1,-0.228332728,-0.280077147,-0.093212279,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,0.129284023,-0.03630832,-0.283548616,-0.460044146,-0.020342799,-0.251617635,0.072319121,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.39156193,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.290732029,-0.406504961,-0.291484372,-0.206347081,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.099896437,-0.269748049,3.253876652,-0.258212072,-0.17340946,-0.268343839,-0.274317309,-0.240655382,-0.132957818,1.195933339,-0.31413155,-0.154020899,0.179532751,0.256455231,-0.259120905,-0.219832219,-0.342601509,-0.401433175,-0.307290494,-0.242098282,-0.417593908,-0.080524993,0.774420481,-0.402340799,-0.065366488,-0.433014893,-0.168201888,0.242492074,-0.282311608,-0.219401136,-0.004589879,-0.166983348,4.034778239,0.276120727,0.403612064,0.569573905,-0.283899721,9.298234697,-0.038941682
EnvHKSumWWTP2,-0.17422416,0.360099189,0.346558471,-0.037979861,-0.14185162,-0.174143286,-0.436818508,0.844082837,-0.350317999,-0.254397594,0.073211858,-0.283548616,0.00505543,0.046497826,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.153540608,0.43012325,-0.054891859,1.789555579,-0.18931505,2.15660233,0.585569955,-0.80758897,-0.406504961,0.105798031,-0.344941215,-0.307471892,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.284037942,-0.240655382,-0.204616396,-0.182666603,-0.055072886,-0.223594987,0.095115446,-0.153225422,2.720769502,-0.219832219,-0.315901518,-0.424855202,-0.204300602,-0.242098282,-0.417593908,-0.039367774,6.028056967,0.29738233,1.362418507,-0.433014893,0.116962592,-0.019809212,11.16327087,-0.219401136,-0.290642996,-0.417142757,-0.40408093,9.513614146,-0.066417175,1.341181703,-0.283899721,9.671877582,-0.105906818
EnvHKWinBeach1,-0.274116901,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.07313251,-0.418610187,-0.350317999,-0.254397594,0.511292573,-0.283548616,0.00505543,-0.354545922,0.257147693,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.559896965,0.863749881,-0.18931505,-0.308086047,-0.281941089,-0.032303559,3.360246046,-0.291484372,-0.240995615,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.306719418,-0.240655382,-0.147289533,-0.359576142,-0.253885349,-0.24678635,-0.292436725,-0.041494335,-0.259120905,-0.219832219,0.485098197,-0.392064364,-0.22489858,-0.242098282,-0.110356514,0.084103881,-0.331608253,0.29738233,-0.500320858,-0.097542302,-0.069626512,1.122294302,1.478547235,-0.219401136,-0.358750881,-0.309931582,-0.40408093,-0.237073352,-0.536446415,-0.04974288,-0.283899721,-0.078422458,-0.23983709
EnvHKWinBeach2,-0.170061963,1.320363691,-0.313097654,-0.284046569,-0.14185162,-0.174143286,-0.436818508,-0.418610187,-0.350317999,0.129284023,1.058893465,-0.283548616,0.00505543,-0.087183423,0.002765029,-0.210802545,-0.259032549,-0.186706385,-0.044461566,-0.08884513,-0.517813206,0.863749881,-0.18931505,2.15660233,-0.455443298,0.742981853,9.2794262,-0.291484372,-0.261784735,-0.271459908,-0.1535903,-0.326679014,0.284650101,-0.269957231,0.492846006,-0.352381937,-0.269748049,-0.187004405,2.536553888,-0.17340946,0.319456951,-0.329400894,-0.240655382,-0.175952965,-0.372520742,-0.277983829,-0.08444681,-0.300111026,-0.339443901,-0.259120905,-0.219832219,0.591898159,-0.392064364,-0.173403634,-0.242098282,0.280672896,0.289889973,-0.193354661,0.017493078,-0.42467662,-0.145466958,-0.097790905,1.078577421,-0.282311608,-0.219401136,-0.304264573,-0.336734375,0.705633862,-0.408138045,-0.536446415,0.102548133,-0.283899721,0.028332651,-0.23983709
EnvHKWinBeach3,-0.003574061,0.040011021,-0.093212279,-0.120002097,-0.115400444,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.03630832,2.785448168,-0.460044146,0.046497826,1.27467835,-0.210802545,0.295176625,-0.186706385,-0.153540608,0.34362852,-0.517813206,0.246546083,-0.18931505,-0.308086047,0.238565537,0.742981853,2.284031473,0.105798031,0.06391148,-0.343483877,-0.1535903,-0.326679014,0.284650101,-0.269957231,0.492846006,-0.402879037,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.096105711,-0.240655382,-0.132957818,-0.061850333,-0.280996139,0.101084092,-0.223368021,0.070236752,2.720769502,-0.219832219,1.045797998,-0.401433175,-0.029217785,1.14996684,0.224811551,0.207575536,-0.009016539,-0.122451548,-0.226110495,-0.193391614,0.021907765,0.351784276,0.598117813,-0.219401136,-0.18167038,-0.068706437,1.815348655,-0.237073352,-0.536446415,-0.075124715,-0.283899721,-0.06062994,-0.306802226
EnvHKWinEs1,1.72373792,-0.280077147,-0.313097654,-0.202024333,-0.181528384,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,9.491947214,-0.283548616,2.330553309,1.049107196,-0.5060003,0.355440788,4.72885002,7.447510243,-0.044461566,5.273828128,-0.728232,1.789555579,4.164931092,-0.308086047,-0.628945507,1.259838794,-0.406504961,0.900362837,0.06391148,-0.343483877,-0.1535903,2.091496679,-0.442789047,-0.269957231,-0.354664883,-0.352381937,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.366663319,0.989361013,-0.204616396,-0.094211834,-0.401488541,0.147466818,-0.334645377,7.779681783,2.720769502,-0.219832219,0.191398302,-0.420170796,4.141872858,-0.242098282,0.895147683,9.344478031,4.922028233,-0.542285425,0.946375197,-0.289240925,1.289305452,3.548581192,1.478547235,-0.219401136,-0.331507727,-0.292063052,2.925063447,-0.408138045,-0.536446415,-0.240106646,-0.283899721,-0.149592532,-0.23983709
EnvHKWinEs2,1.278382783,-0.280077147,-0.093212279,-0.234833227,-0.181528384,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,4.563539179,-0.283548616,2.795652884,0.313860325,0.002765029,2.62041412,8.054105067,-0.186706385,-0.153540608,4.322386098,-0.686148242,0.863749881,-0.18931505,-0.308086047,-0.455443298,1.001410323,0.669709612,0.304439233,-0.116260894,-0.343483877,-0.1535903,3.47331136,-0.442789047,-0.269957231,-0.354664883,-0.150393537,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.361803003,-0.240655382,-0.204616396,-0.19992607,-0.413537781,0.008318641,-0.346156828,2.900757633,-0.259120905,-0.219832219,-0.155701575,-0.429539607,5.851505073,-0.242098282,1.369969109,5.434542279,3.216900602,-0.542285425,0.379043411,-0.456977221,1.240017765,6.789094989,0.598117813,-0.219401136,-0.358750881,-0.372471434,-0.40408093,-0.408138045,-0.536446415,-0.268026665,-0.283899721,-0.149592532,0.028023454
EnvHKWinEs4,0.495889645,-0.280077147,-0.313097654,-0.284046569,-0.207979561,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,5.439700608,-0.283548616,-0.460044146,0.648063448,-0.251617635,3.752900787,2.512013323,3.630401929,-0.153540608,4.668365018,-0.644064483,0.555147982,-0.18931505,-0.308086047,-0.628945507,1.259838794,0.131602326,0.900362837,-0.074682654,-0.307471892,-0.1535903,2.436950349,0.284650101,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.329400894,2.219377407,-0.175952965,-0.158934835,-0.416550091,0.147466818,-0.349993978,5.209866773,-0.259120905,-0.219832219,-0.102301594,-0.424855202,6.932898943,-0.242098282,0.532048945,5.146441749,4.507267458,-0.542285425,0.634342715,-0.480939549,1.028784817,5.936615811,-0.282311608,-0.219401136,-0.372372458,-0.390339963,-0.40408093,-0.408138045,-0.536446415,-0.290870317,-0.283899721,-0.131800013,-0.038941682
EnvHKWinEs5,0.329401743,-0.280077147,0.566443846,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,3.030256679,-0.283548616,1.865453733,0.046497826,0.002765029,4.31914412,3.066222497,-0.186706385,-0.153540608,8.647122597,-0.559896965,-0.370657716,-0.18931505,-0.308086047,-0.455443298,0.742981853,-0.406504961,0.701721635,-0.137050014,-0.307471892,-0.1535903,2.436950349,-0.442789047,-0.269957231,-0.354664883,-0.049399337,-0.269748049,-0.187004405,2.536553888,-0.17340946,-0.268343839,-0.319680262,-0.240655382,-0.218948111,-0.210713237,-0.389439301,-0.08444681,-0.338482528,7.518975912,-0.259120905,-0.219832219,-0.182401566,-0.429539607,3.884398127,-0.242098282,1.50962247,4.240982944,3.216900602,-0.542285425,0.133199637,-0.456977221,1.183688978,8.406619582,-0.282311608,-0.219401136,-0.385994035,-0.354602905,2.925063447,-0.237073352,-0.536446415,-0.308637601,-0.283899721,-0.096214977,-0.172871954
EnvHKWinMc1,-0.369847445,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.364868856,-0.283548616,-0.460044146,0.915425947,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,1.03928587,-0.679259615,-0.18931505,-0.308086047,-0.628945507,-0.5491605,1.745924186,-0.291484372,-0.296433268,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.177285346,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.371523636,-0.240655382,-0.19028468,-0.191296336,0.366650521,-0.269977713,0.206392802,-0.302200206,-0.259120905,-0.219832219,-0.42270148,-0.260901013,-0.523569268,-0.242098282,-0.557247269,-0.121682211,-0.239439191,1.696828587,-0.528687447,0.381704256,-0.418160876,-0.161889075,-0.282311608,-0.219401136,4.258963717,2.281005156,-0.40408093,0.276120727,-0.536446415,-0.301023051,-0.283899721,-0.131800013,-0.23983709
EnvHKWinMc10,1.619682982,-0.280077147,6.503348971,5.916834457,4.368073921,-0.174143286,-0.436818508,-0.418610187,-0.350317999,9.337642851,0.073211858,-0.283548616,2.795652884,-0.020342799,-0.251617635,-0.493924212,0.295176625,-0.186706385,0.937249813,0.17063906,-0.601980724,-0.679259615,-0.18931505,2.15660233,-0.455443298,-0.5491605,-0.406504961,0.105798031,-0.351870922,-0.307471892,-0.1535903,0.709681997,-0.442789047,-0.269957231,-0.354664883,-0.503873237,6.820772096,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.363423109,-0.240655382,0.225335072,-0.413511977,-0.223762248,2.512985823,-0.303948176,0.293698927,-0.259120905,2.027341571,1.579797809,-0.134422068,-0.36908443,1.14996684,0.113088863,-0.245153866,0.958758603,-0.402340799,-0.027544369,-0.409052565,-0.196366281,-0.047132262,0.598117813,-0.219401136,-0.072697764,-0.363537169,-0.40408093,0.105056034,-0.066417175,-0.202033892,-0.283899721,-0.06062994,3.845036197
EnvHKWinMc11,0.583295793,-0.280077147,0.566443846,0.158873505,0.473138226,-0.174143286,-0.436818508,-0.418610187,-0.350317999,1.664010495,0.182732037,-0.283548616,3.26075246,-0.287705297,0.257147693,-0.210802545,0.8493858,3.630401929,-0.044461566,0.08414433,-0.39156193,0.246546083,-0.18931505,-0.308086047,-0.628945507,-0.5491605,1.207816899,-0.09284317,-0.234065908,-0.343483877,-0.1535903,1.746043008,-0.442789047,-0.269957231,-0.354664883,-0.453376137,-0.269748049,-0.187004405,2.536553888,-0.17340946,-0.268343839,-0.382864374,-0.240655382,0.970584282,-0.359576142,-0.35027927,0.91278179,-0.154299318,0.032993057,-0.259120905,-0.219832219,5.611496377,-0.190634932,0.351844817,-0.242098282,-0.110356514,0.289889973,-0.055101069,0.017493078,1.381329567,-0.217353942,0.257784557,0.308067395,0.598117813,-0.219401136,-0.086319341,0.101044591,2.925063447,-0.066008659,-0.536446415,0.638104861,-0.283899721,0.170672798,5.318269185
EnvHKWinMc12,1.032813128,-0.280077147,2.325526846,0.01123348,0.056532201,-0.174143286,-0.436818508,-0.418610187,-0.350317999,3.966100202,-0.03630832,-0.283548616,0.935254582,-0.287705297,1.020295686,0.072319121,-0.259032549,7.447510243,-0.044461566,0.17063906,-0.349478171,2.406759378,-0.18931505,2.15660233,0.065063328,-0.5491605,2.284031473,-0.291484372,-0.282573855,-0.343483877,-0.1535903,0.018774656,-0.442789047,-0.269957231,-0.354664883,-0.402879037,-0.269748049,-0.187004405,8.126085808,3.371850612,0.319456951,-0.290518364,-0.240655382,0.898925704,-0.348788975,-0.118331397,1.608522674,-0.250228073,-0.451174989,2.720769502,-0.219832219,6.25229615,-0.265585419,-0.101310709,0.453934279,-0.44552458,0.001789444,1.235265787,-0.262396173,2.355249134,0.046231665,-0.140037495,-0.129101414,-0.282311608,-0.219401136,-0.031833033,-0.149114819,1.815348655,0.105056034,-0.066417175,0.457893829,-0.283899721,-0.114007495,5.519164593
EnvHKWinMc13,0.495889645,-0.280077147,0.566443846,-0.185619886,-0.029434121,-0.174143286,-0.436818508,0.844082837,-0.350317999,1.280328877,-0.03630832,-0.283548616,1.400354157,-0.287705297,0.002765029,-0.210802545,-0.259032549,-0.186706385,-0.153540608,-0.17533986,-0.517813206,1.17235178,-0.18931505,-0.308086047,0.412067746,-0.290732029,0.669709612,-0.291484372,-0.178628255,-0.343483877,-0.1535903,-0.326679014,0.284650101,-0.269957231,0.492846006,-0.352381937,-0.269748049,-0.187004405,2.536553888,10.46237076,-0.268343839,-0.180351194,-0.240655382,1.027911144,-0.284065973,-0.256897659,1.005547241,-0.246390923,-0.078738031,2.720769502,-0.219832219,3.982796956,-0.185950527,-0.008619806,-0.242098282,-0.473455252,0.248732755,0.083152523,0.157437704,1.608262282,0.046231665,-0.206927929,0.023907669,0.598117813,-0.219401136,0.077139583,-0.006166585,-0.40408093,1.302508885,-0.066417175,0.528962969,-0.283899721,-0.078422458,5.920955408
EnvHKWinMc15,0.058858902,0.040011021,0.346558471,0.142469057,-0.082336474,-0.174143286,-0.436818508,-0.418610187,-0.350317999,1.664010495,0.073211858,-0.283548616,0.00505543,-0.287705297,-0.251617635,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.26183459,-0.096975618,0.555147982,-0.18931505,-0.308086047,-0.455443298,-0.290732029,2.284031473,-0.09284317,-0.164768841,-0.271459908,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,0.616566969,-0.187004405,-0.258212072,-0.17340946,0.319456951,-0.186831616,-0.240655382,0.956252566,-0.327214641,-0.232799179,1.191078143,-0.20801942,-0.041494335,5.700659908,-0.219832219,5.344496472,0.015478905,-0.296991505,0.453934279,-0.557247269,-0.245153866,-0.193354661,0.017493078,0.785631191,-0.193391614,-0.287900559,-0.243858226,0.598117813,-0.219401136,0.458543738,0.279729883,0.705633862,0.105056034,-0.536446415,0.825930444,-0.283899721,-0.06062994,7.059362717
EnvHKWinMc2,-0.386496235,-0.280077147,-0.313097654,-0.284046569,-0.214592355,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.182732037,-0.283548616,-0.460044146,-0.020342799,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.349478171,-0.370657716,-0.18931505,-0.308086047,-0.455443298,-0.5491605,0.669709612,-0.09284317,-0.261784735,-0.307471892,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,0.907257741,-0.355322581,-0.240655382,-0.218948111,-0.070480066,0.764275447,-0.269977713,0.275461506,-0.451174989,-0.259120905,-0.219832219,-0.449401471,-0.200003743,-0.544167247,-0.242098282,-0.585177941,-0.286311085,-0.377692783,2.116662465,-0.538142977,0.932837798,-0.421681426,-0.227464396,-0.282311608,-0.219401136,7.119494883,1.986174423,-0.40408093,0.789314806,-0.536446415,-0.308637601,-0.283899721,-0.078422458,-0.306802226
EnvHKWinMc3,-0.365685247,-0.280077147,-0.313097654,-0.251237674,-0.201366767,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,-0.03630832,-0.283548616,0.00505543,-0.154024048,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.475729448,-0.679259615,-0.18931505,-0.308086047,-0.455443298,-0.80758897,1.207816899,-0.291484372,-0.261784735,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.355322581,-0.240655382,-0.19028468,0.087012572,0.863681678,-0.269977713,0.313833008,-0.376687597,-0.259120905,-0.219832219,-0.42270148,-0.312429472,-0.564765225,-0.242098282,-0.529316597,-0.286311085,-0.285523722,4.355776477,-0.519231918,1.316235044,-0.418160876,-0.079919923,-0.282311608,0.266982106,6.738090728,2.227399568,-0.40408093,0.960379499,-0.536446415,-0.290870317,-0.283899721,-0.149592532,-0.306802226
EnvHKWinMc4,-0.369847445,-0.280077147,-0.313097654,-0.21842878,-0.181528384,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.073211858,-0.283548616,-0.460044146,-0.087183423,-0.5060003,-0.493924212,-0.259032549,-0.186706385,-0.153540608,-0.34832932,-0.39156193,0.246546083,-0.18931505,-0.308086047,-0.455443298,-0.290732029,0.669709612,-0.291484372,-0.261784735,-0.343483877,-0.1535903,-0.326679014,0.284650101,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,-0.258212072,-0.17340946,-0.268343839,-0.303479207,-0.240655382,-0.175952965,-0.124415901,0.670893835,-0.038064085,0.118138348,-0.451174989,-0.259120905,-0.219832219,-0.369301499,-0.326482689,-0.554466236,-0.242098282,-0.585177941,-0.286311085,-0.377692783,2.396551716,-0.481409799,2.921711014,-0.358311541,-0.178282905,-0.282311608,-0.219401136,4.885556258,3.817698669,-0.40408093,0.960379499,-0.536446415,-0.303561234,-0.283899721,-0.078422458,-0.306802226
EnvHKWinMc5,-0.328225469,-0.280077147,-0.093212279,-0.152810991,-0.17491559,-0.174143286,-0.436818508,-0.418610187,-0.350317999,-0.254397594,0.401772394,-0.283548616,-0.460044146,-0.287705297,-0.5060003,-0.493924212,0.295176625,-0.186706385,-0.153540608,-0.34832932,0.408029488,-0.679259615,-0.18931505,-0.308086047,0.412067746,-0.5491605,0.669709612,-0.291484372,-0.317222389,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,-0.269748049,-0.187004405,2.536553888,-0.17340946,-0.268343839,-0.450908802,-0.240655382,-0.19028468,-0.279751106,-0.142429877,-0.154020899,0.079766845,-0.376687597,-0.259120905,-0.219832219,-0.342601509,-0.378011148,-0.410280387,-0.242098282,-0.417593908,-0.203996648,-0.193354661,0.717216207,-0.509776388,9.750974467,-0.326626599,-0.227464396,-0.282311608,-0.219401136,4.122747947,10.87576771,-0.40408093,0.105056034,-0.536446415,-0.21472481,-0.283899721,-0.131800013,-0.172871954
EnvHKWinMc6,1.328329154,1.000275524,4.304495221,6.573012344,2.939710406,-0.174143286,-0.436818508,-0.418610187,-0.350317999,3.966100202,0.401772394,-0.283548616,0.470155006,1.516991569,-0.251617635,-0.493924212,-0.259032549,-0.186706385,0.500933644,-0.26183459,-0.307394412,-0.062055817,-0.18931505,-0.308086047,-0.455443298,-0.290732029,-0.406504961,-0.291484372,-0.282573855,-0.343483877,-0.1535903,-0.326679014,-0.442789047,-0.269957231,-0.354664883,-0.503873237,0.616566969,-0.187004405,2.536553888,-0.17340946,-0.268343839,-0.343981843,-0.240655382,0.540632814,-0.338001808,-0.184602218,3.208726706,-0.181159369,0.405430015,-0.259120905,7.645276046,1.045797998,-0.312429472,-0.575064215,-0.242098282,0.001366174,-0.080524993,-0.14727013,-0.122451548,-0.197743905,-0.337165581,-0.354790992,-0.019809212,-0.282311608,-0.219401136,0.472165315,-0.077640702,-0.40408093,-0.066008659,0.873641304,-0.20711026,-0.283899721,-0.131800013,0.965535355
